idx,NomeEvento,NazioneEvento,LocalitaEvento,DataEvento
60b70dcc47f6fc0a5cef7705b5dce55c,TEDxDelhiSalon,India,New delhi,13-9-17
3d0d5bc92e6bda7aea6db46e030c2860,TEDxDelhiSalon,India,New delhi,13-9-17
776a837878a455d0156633adf1fded17,TEDxMarseille,UnitedStates,Marseille,28-10-17
4dc4db36b6c065ef0a0224e7356160b0,TEDxDelhiSalon,India,New delhi,13-9-17
4823f77854c4586ef3dc607c2c46cc90,TEDxUniversityofMacau,China,Macao,21-01-17
7e14c109e19725eeb40df2840c47fd81,TEDxMarseille,UnitedStates,Marseille,28-10-17
b07afedfc21787e4fb5d76db1ff72246,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
bbb15bcf23415f9ac2f1722f26b7c6bd,TEDxDelhiSalon,India,New delhi,13-9-17
2c1ab4c55cea020e33bf5ce01ff954ca,TEDxMoosach,Germany,Munchen,18-12-17
c6c317fae08f440a1ee3843122968ac2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
9d24849ccb274244287aa527e4bda8ab,TEDxMoosach,Germany,Munchen,18-12-17
e577806e13a3e9e68fcd5ab053234e0d,TEDxMoosach,Germany,Munchen,18-12-17
01aed34f8d514ee74bb94d73fbf36dec,TEDxYouth,Canada,Toronto,12-11-16
f95eec13afd63011824a4bd8ed88cc7b,TEDxHKBU,China,Hong Kong,18-11-17
592141b460e3380b4b73de0eba9ba5ac,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
1d05eb51987df216094c4aec1927a70b,TEDxYouth,Canada,Toronto,12-11-16
fab827428c273837d025d9be6531bee5,TEDxMoosach,Germany,Munchen,18-12-17
e4e9791d61016100801a6f248074ec51,TEDxDelhiSalon,India,New delhi,13-9-17
1b689c089acba9e1b524142692db927b,TEDxYouth,Canada,Toronto,12-11-16
e08b1c113e273a90fb6136d61f1da4b8,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
0427d0e1f6c6c08357106e09d4d2cb1a,TEDxMarseille,UnitedStates,Marseille,28-10-17
36a7c81d7588ac7f9b75c8afaa2ef815,TEDxMarseille,UnitedStates,Marseille,28-10-17
207bd0126ddc2d3fc53d586b3f0e4fec,TEDxYouth,Canada,Toronto,12-11-16
3dfa0a5df7a2868819daf0d94c865bd7,TEDxMoosach,Germany,Munchen,18-12-17
1b91de62627c93293486303c8ca8f9d1,TEDxDeerPark,UnitedStates,NewYork,11-02-17
c87655b152723029ed50d07bdd56e531,TEDxDelhiSalon,India,New delhi,13-9-17
f03e515699c22fec00b11f961ae682a4,TEDxBergamo,Italy,Bergamo,14-05-17
ab77ceafce7873b1ca5097d3e4478167,TEDxKreuzberg,Germany,Berlin,12-04-17
b215fcec818b094b0f62f34c27c6203f,TEDxYouth,Canada,Toronto,12-11-16
d2890351db31edb6b078cb0be4196e40,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
5d3cae2d7695bbb4f29cf9d9ca605a53,TEDxBergamo,Italy,Bergamo,14-05-17
e7f4289bc48a1ec710c077393e903a57,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
44b84f6420cfcf3036d9594c05b74477,TEDxDelhiSalon,India,New delhi,13-9-17
c6799fbaeabe983e31e9939938af7fb3,TEDxMoosach,Germany,Munchen,18-12-17
569043be17953a83e3822e40daa35b5e,TEDxUniversityofMacau,China,Macao,21-01-17
97ebee5d64beea43e90260d467bd4c1b,TEDxBergamo,Italy,Bergamo,14-05-17
dd0ef4cdfde5b92ead41f1405eafa3f6,TEDxMoosach,Germany,Munchen,18-12-17
d3c410eed41e713698dccc81af874a05,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
42f1c529c07907c2b7c4cd24bda7629f,TEDxDelhiSalon,India,New delhi,13-9-17
e58bbf170a5360e35e2a8b90f3c22d9b,TEDxBergamo,Italy,Bergamo,14-05-17
01c7f05e46bafeb170f89196662ff0a1,TEDxHKBU,China,Hong Kong,18-11-17
497b16448ab411f900df51f55dbd6083,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
40334ba59e9f1f424547c3d4e6e0f959,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
f7f75a42c27fbbe418429887c825469b,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
973fc9ed17f905871c73e6a9d76e8a38,TEDxKreuzberg,Germany,Berlin,12-04-17
4f8d7546ed1ad65d7f4b7ec4871684da,TEDxHKBU,China,Hong Kong,18-11-17
1836f94f12f1fd1f9c70fd6232bd7658,TEDxKreuzberg,Germany,Berlin,12-04-17
40e634bdaf51d0b66de0a3904aa0510b,TEDxTiburtinoLive,Italy,Roma,27-04-17
ce694c6830aca98a1f1f23f602cbfb4a,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
e36040dfca9e7048309ee8de81c4a1ee,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
317050ab26c8e28c231f8b8949d93e05,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
913239918e13269c53d81472dead1793,TEDxDeerPark,UnitedStates,NewYork,11-02-17
566388fb8af912148a010637a03f6eaf,TEDxDelhiSalon,India,New delhi,13-9-17
42f6c700257a5fe33649f1e9ffe619f8,TEDxDeerPark,UnitedStates,NewYork,11-02-17
9d7a6eed7ea3f098776b5c35c5dab668,TEDxDelhiSalon,India,New delhi,13-9-17
5b15691f7a374cb7ec6bad3ed741a5c1,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
ef7e68f77ce4bbc7647f1a621731e8d3,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
e89ecfa95c2fe76e22e663769b69aa09,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
0753e620c861ced07e20daea30d05efe,TEDxMarseille,UnitedStates,Marseille,28-10-17
bd2671ddc1063ad655a504f5068a60a5,TEDxHKBU,China,Hong Kong,18-11-17
6369300be5aa05cb2be46268ad4ef227,TEDxUniversityofMacau,China,Macao,21-01-17
9494eafe66b0a5018862b3a8539a3bf1,TEDxBergamo,Italy,Bergamo,14-05-17
227884481ada2a21a30735b4633a2ae5,TEDxHKBU,China,Hong Kong,18-11-17
764fdad100d9fb0f817884e5452c1d9b,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
e957f3269699f71d1fb2128ed605a95c,TEDxDeerPark,UnitedStates,NewYork,11-02-17
8977d33efffcbf4f09c28d6084ce120d,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
9ae89637c5231047c02fcc670ab30664,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
c6ea6b78b4922a0ddeff0e12e850bcbf,TEDxDeerPark,UnitedStates,NewYork,11-02-17
26b09dc86e4b8edaa8d06b67ef049acc,TEDxTiburtinoLive,Italy,Roma,27-04-17
7d2482485079e35b4667dfa512d8ed64,TEDxBergamo,Italy,Bergamo,14-05-17
86a863dc82af3597ca13358b7bf303dd,TEDxMarseille,UnitedStates,Marseille,28-10-17
7bffaa74e1c875fe38604f5089b2d412,TEDxTiburtinoLive,Italy,Roma,27-04-17
fc7538db40e9be28328ee52c2afe3014,TEDxMoosach,Germany,Munchen,18-12-17
f21ba90c4a9896954db1cc28a27599b0,TEDxDeerPark,UnitedStates,NewYork,11-02-17
4c17d4e1b1d0046537de8b2747284e50,TEDxBergamo,Italy,Bergamo,14-05-17
9e25cb607e4b731113e76dabe6590cb2,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
ac6d8f5bdbfd5b95ce09f700cd3bd7a0,TEDxDelhiSalon,India,New delhi,13-9-17
2e20a7b0e04682f03f7bc35a64f7fcee,TEDxTiburtinoLive,Italy,Roma,27-04-17
348d06c07cf17f76667ea6cd7d44b48c,TEDxDelhiSalon,India,New delhi,13-9-17
1fcf3e88a65229a48c7ce629d5a67621,TEDxTiburtinoLive,Italy,Roma,27-04-17
0fc48915344ca0e30a69d19596ba3b3f,TEDxDelhiSalon,India,New delhi,13-9-17
62f4d3f0e1e33eeb2199a6b6382b21bd,TEDxMoosach,Germany,Munchen,18-12-17
79c4c357bd7454a339ed55ee52041165,TEDxHKBU,China,Hong Kong,18-11-17
4e04ab17e70e81a6f1548f8d275170ee,TEDxDeerPark,UnitedStates,NewYork,11-02-17
cbf56a90654ebc16ee3f36fbb6e00aaf,TEDxHKBU,China,Hong Kong,18-11-17
824626e836fccd9d0a655f66a1ab4ade,TEDxUniversityofMacau,China,Macao,21-01-17
f5c6162f76c87380c5451d47f8687bcf,TEDxMarseille,UnitedStates,Marseille,28-10-17
4d03bd8810951f4b9d80a1698a566536,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
5d74efc833bfb0f4b68c1237d11d7146,TEDxMoosach,Germany,Munchen,18-12-17
4e6d0bed773ff7e3bcd3a8774aa466dd,TEDxDelhiSalon,India,New delhi,13-9-17
de0d9c9d01e9161be69555fc3d6bd31c,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
245ae0b05236f85261b9b8a9a047ef51,TEDxBergamo,Italy,Bergamo,14-05-17
41bd9d55a23cd70d438866932f2f6fde,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
9b0879648c26bb8f7bcd138fd5ed5cb2,TEDxYouth,Canada,Toronto,12-11-16
b90ae75a3da0fdf59912d5188fdd82fb,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
4b4258bb2dabb9e67088b0052d3410c1,TEDxMarseille,UnitedStates,Marseille,28-10-17
be86b83d44c48c01e6c7f59085638150,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
f584c0a0148e52940022bb24f77f0ebd,TEDxHKBU,China,Hong Kong,18-11-17
ab1d66a8b2077b18f363b15e37d33d63,TEDxBergamo,Italy,Bergamo,14-05-17
81d63e1782d912c57df928583114c6f4,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
d835e99faa0e5cbf38f7c6e65f56a484,TEDxDelhiSalon,India,New delhi,13-9-17
5ec17958e6f3117fd2ce8ced8c498241,TEDxYouth,Canada,Toronto,12-11-16
c980b797e937defc107c0f80e99b81ba,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
8ee2fef849e7cab1a51dc2f9c594db6c,TEDxBergamo,Italy,Bergamo,14-05-17
8ff9e9be3797accb98fe514ef436b93b,TEDxYouth,Canada,Toronto,12-11-16
4e5b8479ba91f2a61eb8b0c1bab55931,TEDxTiburtinoLive,Italy,Roma,27-04-17
4022c67d03ce4fa80a3d10319a8acc24,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
3f5cba494b376d455f199d87194e9fbe,TEDxBergamo,Italy,Bergamo,14-05-17
4c710ea49e434528d9a4054744d37cc1,TEDxYouth,Canada,Toronto,12-11-16
6e7367c84a2a3de3b0c143f4f7b7f1fe,TEDxUniversityofMacau,China,Macao,21-01-17
2479e419e0eb16991a185d52cc05d707,TEDxBergamo,Italy,Bergamo,14-05-17
593ac17646e24a501b18de9823e8d44c,TEDxHKBU,China,Hong Kong,18-11-17
7d93996d037ca35634e07f40f2b2cf1e,TEDxTiburtinoLive,Italy,Roma,27-04-17
c2c21ea98ebb7b58a7fd46f25b64f195,TEDxBergamo,Italy,Bergamo,14-05-17
91c458bf88a88495cfed12d7d7ea146c,TEDxDeerPark,UnitedStates,NewYork,11-02-17
f02436a9fec181d63e151b858e97f688,TEDxMoosach,Germany,Munchen,18-12-17
32afad5be722adb084ddb919087f8ff1,TEDxYouth,Canada,Toronto,12-11-16
116ca064e2c8ef8dd9c9df7927cb8ddb,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
e2320341ca962af5abc7a0770c70d93d,TEDxMoosach,Germany,Munchen,18-12-17
c75f4b38653ffbd1823509ef2ed20928,TEDxDeerPark,UnitedStates,NewYork,11-02-17
533734afbe3f9c32f3d29f903e3855a7,TEDxDelhiSalon,India,New delhi,13-9-17
38f8e8f66e9c3a78f06aaca41e77a140,TEDxBergamo,Italy,Bergamo,14-05-17
67addfc5e12ef36ae7387713d0024fe0,TEDxHKBU,China,Hong Kong,18-11-17
f9018c878c5138ecb89fef6d5a1bb611,TEDxBergamo,Italy,Bergamo,14-05-17
7bf9b3bce88683e9d799301f00ee6466,TEDxDeerPark,UnitedStates,NewYork,11-02-17
1674c165559a3137ac2e1d4d42ffa15d,TEDxMoosach,Germany,Munchen,18-12-17
4c05e7e600075110a1d05717d9323b45,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
36aba1a9421604807ce514500eb1f80c,TEDxHKBU,China,Hong Kong,18-11-17
scheme is and how to spot one. [,TEDxDelhiSalon,India,New delhi,13-9-17
d86db113f3d51a3eafbd213a5f24c155,TEDxHKBU,China,Hong Kong,18-11-17
5f1e90bc616ebfd319d2ebebbfffe14d,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
8ab62fdb1948d005df939e51d44339e8,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
16d433451929510a79e41e59c27663e1,TEDxBergamo,Italy,Bergamo,14-05-17
6fc7a14772774c33b54d40d5e46f4ae7,TEDxYouth,Canada,Toronto,12-11-16
8b1469f4d17a9f2d52a3e4a8035fef35,TEDxDelhiSalon,India,New delhi,13-9-17
fe343bbb8ce5f0ec41a2269db5c7900b,TEDxHKBU,China,Hong Kong,18-11-17
4d1233fa720eb09c8bc86ddbfc4b383c,TEDxBergamo,Italy,Bergamo,14-05-17
a4fb82096bd2ccacffdcbca6724f789c,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
922c424580de72e229fee04dcd6f30c2,TEDxBergamo,Italy,Bergamo,14-05-17
3b90da7794e8a0dfcee0d515363d82a5,TEDxHKBU,China,Hong Kong,18-11-17
000abcfe115cb7e5e1b642c65583e3b7,TEDxHKBU,China,Hong Kong,18-11-17
deb4892c3052d0f27affe692928ab25b,TEDxYouth,Canada,Toronto,12-11-16
6c2495af81f01b4cb9f9da01ae23f6c5,TEDxYouth,Canada,Toronto,12-11-16
c569ab288a26366067d5d984d0975975,TEDxBergamo,Italy,Bergamo,14-05-17
b2c4ad425c37b1dc311684a6a2b9164a,TEDxDelhiSalon,India,New delhi,13-9-17
8b3b15c75856e93413e478bf3e86abf8,TEDxMarseille,UnitedStates,Marseille,28-10-17
69593b585ed9a32f059371bbd936e972,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
520fd9fc70f9a9119c666226f0d11e44,TEDxDeerPark,UnitedStates,NewYork,11-02-17
a36afe89e299b818e8e314d37b2466a2,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
2c8db6b16d4c0abeaa9c760466c57d0b,TEDxMoosach,Germany,Munchen,18-12-17
f406cfd323aa06bceffcbdf6db1badc8,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
d86e7b5eef583b081284a37caeb3f639,TEDxDeerPark,UnitedStates,NewYork,11-02-17
0eb5bca615ec35c7180980716d9bc5ab,TEDxYouth,Canada,Toronto,12-11-16
70eeebdd2cdb0e2ce54ca3e85bc0b258,TEDxMarseille,UnitedStates,Marseille,28-10-17
ff3b97d7ac18181073eddcf7d9e837f8,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
42b802b3819485f68a6a71a37b92b302,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
f979767aebb19ac9608164c69696a3f6,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
e93d6ebbb19a27b8f69f346b88f61608,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
acb7adebb65dc792579eab9e3ed70cf0,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
",Posted Mar 2019,https://www.ted",TEDxBergamo,Italy,Bergamo,14-05-17
a50eda2f388ac3cec9c9d0e4cb323209,TEDxDelhiSalon,India,New delhi,13-9-17
2727859560c1013930278d2d7403a73f,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
96d345d62abb855ae8b8a37083ae2b69,TEDxDeerPark,UnitedStates,NewYork,11-02-17
edb909effab1896976984a06df06f94e,TEDxMarseille,UnitedStates,Marseille,28-10-17
e41667e259ede4945b6d8184e7b4fdb3,TEDxKreuzberg,Germany,Berlin,12-04-17
c35b815b7c91c4759df759bb4f084df8,TEDxYouth,Canada,Toronto,12-11-16
76b35df2839998c3ae4df0b107d61a12,TEDxYouth,Canada,Toronto,12-11-16
724cf47d222e920b49e775c47227bc9f,TEDxDeerPark,UnitedStates,NewYork,11-02-17
0896e0fd1addcb0b8a8bd474a5213caa,TEDxYouth,Canada,Toronto,12-11-16
9c57b3faf7e88781b5cc56254cd5867a,TEDxMoosach,Germany,Munchen,18-12-17
23a7f2e8f99f47acf97748589b91457e,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
0c1f823bbc7902c92e37f08110fece23,TEDxHKBU,China,Hong Kong,18-11-17
451c6e604eaff3beb44ebb0f62504af4,TEDxTiburtinoLive,Italy,Roma,27-04-17
95149330b7794a19986735bf6e391ead,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
162cb92e640ab402cdb0374ff08faa29,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
9ac3edb45e0bcd8e14b06457ccc9912a,TEDxUniversityofMacau,China,Macao,21-01-17
9fa2709cd237dc570f489441c6811446,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
e3ec794197b6385f498f6fce5332bec7,TEDxBergamo,Italy,Bergamo,14-05-17
39cc2d9adf83122f6a12c7793307b341,TEDxTiburtinoLive,Italy,Roma,27-04-17
063c555851d2c917234a297fe9aec3f7,TEDxBergamo,Italy,Bergamo,14-05-17
37b767407bc9718efe5870e8a0a66d50,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
49c6e7dcfa2d406a5612dcfe5e7527ab,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
4333a24ee7a1caf3df3ec50b715973d3,TEDxTiburtinoLive,Italy,Roma,27-04-17
b558895bb2e8a97ba1bfee8e8d8bdaa1,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
b39187f20805ec44e495e900d66de55f,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
f6623576364c7ca70764c8fb78110a9c,TEDxMoosach,Germany,Munchen,18-12-17
5b84a5e841fe571b97e6c21134ee3ac2,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
9bb54051004641e4c52ded50d7d9c19b,TEDxMoosach,Germany,Munchen,18-12-17
67529099e299c5385587f28cb10b8cba,TEDxYouth,Canada,Toronto,12-11-16
6034394a7935ca98bebccbccaeb4245e,TEDxTiburtinoLive,Italy,Roma,27-04-17
b72ac2ee8f9b35e59c3bd77477f535f5,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
5bd34fcc55d9e1267f605fa0c060d54e,TEDxKreuzberg,Germany,Berlin,12-04-17
588319aec061eaaf3d4a1d0c8ee74d1e,TEDxDelhiSalon,India,New delhi,13-9-17
0be0d16c6f2a1eb25695eef09d985133,TEDxDeerPark,UnitedStates,NewYork,11-02-17
51d2d815d91b07d15c9025a233330b7c,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
bf15c0bb419a0ab8e43d7a4458a87365,TEDxMarseille,UnitedStates,Marseille,28-10-17
e5b081ecedbfc5439cc5c38effe5a2ed,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
5479d6c545a3a64730959e3844503543,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
31c4a6fcdd22456d55de10ef36fd7bb2,TEDxMoosach,Germany,Munchen,18-12-17
76acb47b8da0314196ef7985500b8f52,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
6fa8cea1e9cd62f806017c2b941f727a,TEDxMoosach,Germany,Munchen,18-12-17
6c6944ae026b3098342f4898a845c3ff,TEDxBergamo,Italy,Bergamo,14-05-17
f5d3ce1eaea1c37ffa3f7fa8bd44ea11,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
6faf096bb69147925caf75f12e3e704b,TEDxDeerPark,UnitedStates,NewYork,11-02-17
e2c6caeb1ba9f9664467cce1272e8a87,TEDxBergamo,Italy,Bergamo,14-05-17
929341c2d1f35757a316e1b914557c58,TEDxHKBU,China,Hong Kong,18-11-17
3d845d3ffbd803f4404f2a01f466c673,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
6890cdc2e9ef76c75516b56254edb0ed,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
5678803482cabec26abcad92b147fe71,TEDxTiburtinoLive,Italy,Roma,27-04-17
a7774a8ce8a13d10be955fc3974d9f0e,TEDxHKBU,China,Hong Kong,18-11-17
766656b5121b60bddcd2767caaa52e3f,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
ed770eb2347fda5cd747d70c9245b6f5,TEDxBergamo,Italy,Bergamo,14-05-17
3825488c640c8ce369b1fc806f5562aa,TEDxHKBU,China,Hong Kong,18-11-17
8693e586d0222d7eeada21b6e2697859,TEDxDeerPark,UnitedStates,NewYork,11-02-17
1926b93928c6f1812a37d2c6fa2dac38,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
8878cc89ee8620805f53978ab90ec0bc,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
f83372352d8ec3e517bc56cb476bc3bf,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
2f5f18214a6d6690003c0858d2716339,TEDxYouth,Canada,Toronto,12-11-16
2c2a455fe80714775b09573f110fa9bd,TEDxHKBU,China,Hong Kong,18-11-17
36d15e56a6ce7c527f9fdb59b1253da7,TEDxMarseille,UnitedStates,Marseille,28-10-17
3569f49a07fd0e0719ecfdd02f77f9c7,TEDxHKBU,China,Hong Kong,18-11-17
f90b6eead153a4fc2bab6e5c8dfe5124,TEDxMoosach,Germany,Munchen,18-12-17
1c7e0da47efb690d4b3e268de4c8275a,TEDxHKBU,China,Hong Kong,18-11-17
23dd99b2fbd55c8754cf78045b941868,TEDxKreuzberg,Germany,Berlin,12-04-17
85fab1ea84d1b822265e9731958fba8b,TEDxHKBU,China,Hong Kong,18-11-17
dc8e3650c5cf2bf499028ac8b7f47741,TEDxHKBU,China,Hong Kong,18-11-17
3986b8854533d282af7b6ce5f757175c,TEDxHKBU,China,Hong Kong,18-11-17
127e72e92587bad3b87de23420905567,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
1791e1ae892e6a532f6f05a2f1cb01b0,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
a22d1e5339d8755329d35baf2c4664d9,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
55fd9b3421b27b774d71c5a603767d04,TEDxBergamo,Italy,Bergamo,14-05-17
03c63792adc538c0517ad6244182f6e7,TEDxMoosach,Germany,Munchen,18-12-17
75f8fc5f279337e4334c3333f34e3f65,TEDxBergamo,Italy,Bergamo,14-05-17
d621a1266414a35c45fdbb36cfd87d61,TEDxUniversityofMacau,China,Macao,21-01-17
95d6e019c596c9105cb20b0498bef770,TEDxMoosach,Germany,Munchen,18-12-17
8f0fc3d15d520fdf764a23a8cce2c5d4,TEDxHKBU,China,Hong Kong,18-11-17
f72e9821508278082df7b5d7e1bb4a93,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
0df4b03812a9d3f27c9a7882ce62fd36,TEDxHKBU,China,Hong Kong,18-11-17
64a245b4b04c07e995d35ce165eb34dc,TEDxTiburtinoLive,Italy,Roma,27-04-17
a7ee046571865721f2ebaf95b7cb447e,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
1fc40ac9213fc1ad1afb604c01b61e5b,TEDxYouth,Canada,Toronto,12-11-16
0b06cd737bff3b5df70964490a2878e5,TEDxYouth,Canada,Toronto,12-11-16
e909c2f875ef89458798378600b20660,TEDxDelhiSalon,India,New delhi,13-9-17
4f33c4065486a517bc016e3c8ed06085,TEDxMoosach,Germany,Munchen,18-12-17
dc476549de4f946ad92c8c376795b697,TEDxYouth,Canada,Toronto,12-11-16
a54b72424e468ef8e962d91fb40d9395,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
965bae8b368ae4301616feb9e8facf1b,TEDxDelhiSalon,India,New delhi,13-9-17
4dffa3d1a854e12b52f1ea181b3b5f7e,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
8d8c674bc4b2492169e2c94b415cbbce,TEDxMarseille,UnitedStates,Marseille,28-10-17
431da142e624a93f40170d3fa50377db,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
5a2c52763a633341f1691b799b3c1afa,TEDxBergamo,Italy,Bergamo,14-05-17
3cfa5f14afac901a29faa37dd413b57e,TEDxDelhiSalon,India,New delhi,13-9-17
2785875b89a909870c13d37df193a367,TEDxDelhiSalon,India,New delhi,13-9-17
a5d726c9e88f56310a0c95388c940876,TEDxYouth,Canada,Toronto,12-11-16
56957ce68091da770eb0c5c3282ecd0c,TEDxHKBU,China,Hong Kong,18-11-17
38d69264224901a350752d14ae0dbb04,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
10ae70a311bdc09699e9ad712b0f87f2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
b4017b1b0576aca6aa8206b30274e533,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
3e008f68fd946d0562fe33a55f438db3,TEDxBergamo,Italy,Bergamo,14-05-17
df15a7ded4253ef31c36384be1246d07,TEDxBergamo,Italy,Bergamo,14-05-17
bf479dae99656889c75377e1703e61d1,TEDxMoosach,Germany,Munchen,18-12-17
8f2a3aced476b6195bec9a27143091cd,TEDxMoosach,Germany,Munchen,18-12-17
2fd475088bc0e90f3ce244cabc4be287,TEDxMoosach,Germany,Munchen,18-12-17
ddad8591adb8f32fbfbdc16cb9c0c9c6,TEDxHKBU,China,Hong Kong,18-11-17
0eda39f1ed0fa682221e6fa280e2ed33,TEDxYouth,Canada,Toronto,12-11-16
a5e0cd152c3004c4275fda1858be747b,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
96ca38285b81d4540f126bee55a86f93,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
61fdaa3ee82cdcbe387a9def360bf81a,TEDxUniversityofMacau,China,Macao,21-01-17
9fdd35905f290900f9c5cb453e7c22a6,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
7e7c72d775bfbc23b6fd281e96826635,TEDxDeerPark,UnitedStates,NewYork,11-02-17
57264e2885c811eddaaa38886d031f56,TEDxBergamo,Italy,Bergamo,14-05-17
8230d6c25815b89837089f5d9739535e,TEDxMarseille,UnitedStates,Marseille,28-10-17
944da86c1727ca644865b4e131e1919e,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
8ac1adf29dfc7c4db940e4c20803f721,TEDxYouth,Canada,Toronto,12-11-16
b44ac4fa17d3708707bad7aaead17f94,TEDxUniversityofMacau,China,Macao,21-01-17
fbc4b0da73835d0336e8ed85184ff7d3,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
fcffe44f0953425358b801d1419c3beb,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
09f05b22600f0481da31e52558c50b11,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
5769f7092f390b855c936a3d4b431d03,TEDxBergamo,Italy,Bergamo,14-05-17
2f6f58166368fc813542e292b04421af,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
84404aea027f838841b48f0ea32d5032,TEDxDeerPark,UnitedStates,NewYork,11-02-17
89761d8d784467f6a2145c66421255e7,TEDxHKBU,China,Hong Kong,18-11-17
28074c3b9198866fc1f8692aa076b436,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
48dfa82f90ec97f4fb4e59f368609786,TEDxHKBU,China,Hong Kong,18-11-17
",Posted Jan 2019,https://www.ted",TEDxDeerPark,UnitedStates,NewYork,11-02-17
",Posted Jan 2019,https://www.ted",TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
